timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L4220223296124,Cap,,,,,,,,,,,,,,,,,,,12,16,14.14,12,4,2.29,1,3,0.63,1,3,0.71,1,3,0.93,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.147,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223270311,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.09,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,69.3,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022327212412,Cap,,,,,,,,,,,,,,,,,,,10,14,12.67,10,3,1.65,1,3,0.34,1,3,0.41,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022327212412,Cap,,,,,,,,,,,,,,,,,,,10,14,12.67,10,3,1.65,1,3,0.34,1,3,0.41,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232622145,Cap,340,540,381.664,90,130,103.235,1200,1700,1302.88,4,0,9.9,430,580,552.094,64,74,67,12,16,14.83,12,3,2.24,1,3,0.6,1,3,0.68,1,3,0.92,1.4,1.8,1.48,1,3,64.7,,,,48,58,50.2,46.5,52.5,50.03,1.144,1.164,1.152,13.5,18.5,16.81,10.5,14.5,13.3,2450,3250,2930.42
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022326222219,Cap,,,,,,,,,,4,0,9.75,,,,64,74,70,12,16,15.19,12,3,2.69,1,3,0.64,1,3,0.72,1,3,0.96,1.4,1.8,1.7,1,3,73.8,,,,48,58,57.4,46.5,52.5,49.85,1.147,1.167,1.154,13.5,18.5,16.08,10.5,14.5,12.82,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202233034330,Cap,,,,,,,,,,,,,,,,1,3,58,8.5,11.5,9.7,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202233164154,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.4,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233164154,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.4,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202233116710,Cap,,,,,,,,,,,,,,,,,,,10,14,12.13,10,3,2.05,1,3,0.39,1,3,0.46,1,3,0.59,0.66,0.9,0.83,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233116710,Cap,,,,,,,,,,,,,,,,,,,10,14,12.13,10,3,2.05,1,3,0.39,1,3,0.46,1,3,0.59,0.66,0.9,0.83,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022330163235,Cap,,,,,,,,,,,,,,,,,,,12,16,14.56,12,4,2.39,1,4,0.64,1,3,0.73,1,3,0.96,1.4,1.8,1.59,1,3,67.5,,,,48,58,53.3,46.5,52.5,49.23,1.144,1.164,1.15,13.5,18.5,16.87,10.5,14.5,13.05,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L4220223301628,Cap,,,,,,,,,,,,,,,,,,,12,16,14.42,12,4,2.47,1,3,0.67,1,3,0.76,1,3,0.99,1.4,1.8,1.7,1,3,68.9,,,,48,58,53.7,46.5,52.5,49.23,1.144,1.164,1.15,13.5,18.5,16.82,10.5,14.5,13.32,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L4220223301628,Cap,,,,,,,,,,,,,,,,,,,12,16,14.42,12,4,2.47,1,3,0.67,1,3,0.76,1,3,0.99,1.4,1.8,1.7,1,3,68.9,,,,48,58,53.7,46.5,52.5,49.23,1.144,1.164,1.15,13.5,18.5,16.82,10.5,14.5,13.32,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022330162947,Cap,,,,,,,,,,,,,,,,,,,12,16,14.72,12,4,2.46,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.57,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.148,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330162947,Cap,,,,,,,,,,,,,,,,,,,12,16,14.72,12,4,2.46,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.57,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.148,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022330162445,Cap,,,,,,,,,,,,,,,,,,,12,16,14.49,12,4,2.47,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.28,1.144,1.164,1.148,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330162445,Cap,,,,,,,,,,,,,,,,,,,12,16,14.49,12,4,2.47,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.28,1.144,1.164,1.148,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022329175420,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.07,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.53,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022329175420,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.07,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.53,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022329175547,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.77,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.23,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022329185641,Cap,,,,,,,,,,4,0,9.83,,,,58,64,62,10.9,14.1,13.5,10.9,3,2.74,1,3,0.51,1,3,0.66,1,3,0.89,1.22,1.58,1.38,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022329185641,Cap,,,,,,,,,,4,0,9.83,,,,58,64,62,10.9,14.1,13.5,10.9,3,2.74,1,3,0.51,1,3,0.66,1,3,0.89,1.22,1.58,1.38,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202233116923,Cap,,,,,,,,,,,,,,,,,,,10,14,12.52,10,3,2.12,1,3,0.39,1,3,0.46,1,3,0.58,0.66,0.9,0.81,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022330162335,Cap,,,,,,,,,,,,,,,,,,,12,16,14.76,12,4,2.52,1,4,0.64,1,3,0.71,1,3,0.94,1.4,1.8,1.51,1,3,70.6,,,,48,58,53.2,46.5,52.5,49.19,1.144,1.164,1.149,13.5,18.5,17.33,10.5,14.5,13.6,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330162335,Cap,,,,,,,,,,,,,,,,,,,12,16,14.76,12,4,2.52,1,4,0.64,1,3,0.71,1,3,0.94,1.4,1.8,1.51,1,3,70.6,,,,48,58,53.2,46.5,52.5,49.19,1.144,1.164,1.149,13.5,18.5,17.33,10.5,14.5,13.6,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022330155528,Cap,,,,,,,,,,,,,,,,,,,12,16,14.6,12,4,2.46,1,3,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.148,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330155528,Cap,,,,,,,,,,,,,,,,,,,12,16,14.6,12,4,2.46,1,3,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.148,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202233044846,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.02,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.096,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202241223859,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.65,8.5,,,,,,,,,,,,1.1,1.34,1.16,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202241173323,Cap,,,,,,,,,,,,,,,,,,,10,14,12.4,10,3,1.98,1,3,0.38,1,3,0.44,1,3,0.56,0.66,0.9,0.77,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202241165741,Cap,230,310,256.184,70,100,88.1531,625,1025,798.168,4,0,9.77,675,775,738.401,58,64,62,10.9,14.1,12.79,10.9,3,2.43,1,3,0.55,1,3,0.7,1,3,0.92,1.22,1.58,1.4,1,3,64.6,,,,41,51,47.7,,,,,,1.127,12.5,16.5,14.57,11,15,12.62,2200,3000,2787.78
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022329173512,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.05,12.5,,,,,,,,,,,,0.67,0.93,0.86,,,,,,,,,,66.5,72.5,69.6,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022329173210,Cap,,,,,,,,,,,,,,,,59,65,63,12.5,15.5,15.14,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,69.3,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233016737,Cap,,,,,,,,,,,,,,,,,,,12,16,15.2,12,4,2.59,1,3,0.65,1,3,0.74,1,3,0.99,1.4,1.8,1.61,1,3,70.7,,,,48,58,53.1,46.5,52.5,49.3,1.144,1.164,1.148,13.5,18.5,17.08,10.5,14.5,13,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330171257,Cap,,,,,,,,,,,,,,,,,,,12,16,14.43,12,4,2.4,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.56,,,,,,,,,,46.5,52.5,49.19,1.144,1.164,1.149,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233016536,Cap,,,,,,,,,,,,,,,,,,,12,16,15.08,12,4,2.54,1,3,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.59,1,3,67.8,,,,48,58,53.3,46.5,52.5,49.34,1.144,1.164,1.152,13.5,18.5,16.97,10.5,14.5,13.37,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233017525,Cap,,,,,,,,,,,,,,,,,,,12,16,13.6,12,4,2.34,1,4,0.64,1,3,0.74,1,3,0.96,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.19,1.144,1.164,1.153,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202233017357,Cap,,,,,,,,,,,,,,,,,,,12,16,14.49,12,4,2.45,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.61,1,3,67,,,,48,58,53.6,46.5,52.5,49.2,1.144,1.164,1.149,13.5,18.5,16.88,10.5,14.5,13.18,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L42202241173145,Cap,,,,,,,,,,,,,,,,,,,10,14,12.24,10,3,1.92,1,3,0.38,1,3,0.44,1,3,0.56,0.66,0.9,0.77,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,03-04-2022,2156016WSTA1TL-MCB,4L422022330155414,Cap,,,,,,,,,,,,,,,,,,,12,16,14.95,12,4,2.48,1,3,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.57,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241215116,Cap,,,,,,,,,,4,0,9.52,,,,58,64,63,10.9,14.1,13.31,10.9,3,2.6,1,3,0.51,1,3,0.64,1,3,0.83,1.22,1.58,1.31,,,,,,,,,,,,,,,1.135,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022414125348,Cap,,,,,,,,,,,,,,,,,,,10,14,13.18,10,3,2.25,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.78,1,3,63.12,,,,41,49,48.86,,,,,,,10.5,14.5,13.15,7,11,9.82,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022413131344,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,11.39,8.5,,,,,,,,,,,,1.1,1.34,1.2,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241305443,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.33,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,68.7,1.086,1.106,1.09,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241463145,Cap,340,540,393.835,90,131,107.655,1200,1700,1336.18,,,,430,580,519.056,,,,12,16,14.77,12,4,2.36,1,4,0.67,1,3,0.76,1,3,1.01,1.4,1.8,1.61,1,3,66.4,,,,48,58,51.3,46.5,52.5,49.82,1.144,1.164,1.147,13.5,18.5,17.1,10.5,14.5,13.67,2450,3250,2695.3
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224147441,Cap,,,,,,,,,,,,,,,,,,,12,16,15.37,12,4,2.41,1,3,0.68,1,3,0.75,1,3,1.01,1.4,1.8,1.65,1,3,66.8,,,,48,58,52.3,46.5,52.5,49.43,1.144,1.164,1.154,13.5,18.5,16.63,10.5,14.5,13.13,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224147314,Cap,,,,,,,,,,,,,,,,,,,12,16,15.46,12,4,2.5,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.65,,,,,,,,,,46.5,52.5,49.1,1.144,1.164,1.149,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224147138,Cap,,,,,,,,,,,,,,,,,,,12,16,15.59,12,4,2.43,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,66.9,,,,48,58,52.3,46.5,52.5,49.85,1.144,1.164,1.148,13.5,18.5,16.84,10.5,14.5,13.38,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022413131135,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.34,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022416191824,Cap,,,,,,,,,,,,,,,,,,,10,14,12.52,10,3,1.98,1,3,0.37,1,3,0.43,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241520057,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.64,8.5,,,,,,,,,,,,1.1,1.34,1.18,,,,,,,,,,,,,1.087,1.107,1.096,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022414162453,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.76,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,68.27,,,,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241463522,Cap,,,,,,,,,,,,,,,,,,,12,16,15.08,12,4,2.41,1,4,0.68,1,3,0.76,1,3,1.01,1.4,1.8,1.61,1,3,66,,,,48,58,51.4,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.79,10.5,14.5,13.37,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224147299,Cap,,,,,,,,,,,,,,,,,,,12,16,15.34,12,4,2.45,1,3,0.69,1,3,0.77,1,3,1.03,1.4,1.8,1.67,1,3,68.2,,,,48,58,52.4,46.5,52.5,49.73,1.144,1.164,1.152,13.5,18.5,17.17,10.5,14.5,13.77,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241472430Z2,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15.7,12,4,2.47,1,3,0.69,1,3,0.76,1,3,1.03,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241472430Z,Cap,,,,,,,,,,,,,,,,,,,12,16,15.24,12,4,2.4,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.82,1.144,1.164,1.15,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022415172454,Cap,230,310,298.239,70,100,94.9535,625,1025,951.245,,,,675,775,657.635,,,,10.9,14.1,13.49,10.9,3,2.55,1,3,0.49,1,3,0.63,1,3,0.86,1.22,1.58,1.32,1,3,66.4,,,,41,51,49.9,,,,,,1.134,12.5,16.5,13.59,11,15,11.87,2200,3000,2657.29
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022416192046,Cap,,,,,,,,,,,,,,,,,,,10,14,13.11,10,3,2.09,1,3,0.36,1,3,0.42,1,3,0.54,0.66,0.9,0.74,1,3,58.5,,,,41,49,47.2,,,,,,,10.5,14.5,11.83,7,11,8.47,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241473023,Cap,,,,,,,,,,,,,,,,,,,12,16,15.41,12,4,2.45,1,3,0.69,1,3,0.77,1,3,1.03,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.28,1.144,1.164,1.149,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241473737,Cap,,,,,,,,,,,,,,,,,,,12,16,15.36,12,4,2.42,1,3,0.69,1,3,0.77,1,3,1.04,1.4,1.8,1.67,,,,,,,,,,46.5,52.5,49.82,1.144,1.164,1.15,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241463635,Cap,,,,,,,,,,,,,,,,,,,12,16,14.76,12,4,2.27,1,4,0.67,1,3,0.75,1,3,1.01,1.4,1.8,1.6,1,3,66.4,,,,48,58,52.3,46.5,52.5,49.28,1.144,1.164,1.149,13.5,18.5,16.38,10.5,14.5,13.17,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224146408,Cap,,,,,,,,,,,,,,,,,,,12,16,14.91,12,4,2.39,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.61,1,3,66,,,,48,58,51.5,46.5,52.5,49.34,1.144,1.164,1.148,13.5,18.5,16.69,10.5,14.5,13.23,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022414162632,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.09,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.67,,,,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022415172045,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.45,10.9,3,2.6,1,3,0.5,1,3,0.63,1,3,0.85,1.22,1.58,1.35,,,,,,,,,,,,,,,1.134,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022415172045,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.45,10.9,3,2.6,1,3,0.5,1,3,0.63,1,3,0.85,1.22,1.58,1.35,,,,,,,,,,,,,,,1.134,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022415172045,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.45,10.9,3,2.6,1,3,0.5,1,3,0.63,1,3,0.85,1.22,1.58,1.35,,,,,,,,,,,,,,,1.134,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022415172045,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.45,10.9,3,2.6,1,3,0.5,1,3,0.63,1,3,0.85,1.22,1.58,1.35,,,,,,,,,,,,,,,1.134,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241305123,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.32,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241305123,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.32,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241305123,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.32,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L4220224162349,Cap,340,540,390.589,90,131,107.295,1200,1700,1324.31,,,,430,580,523.622,,,,12,16,14.69,12,4,2.38,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,67.7,,,,48,58,51.2,46.5,52.5,49.73,1.144,1.164,1.152,13.5,18.5,16.96,10.5,14.5,13.47,2450,3250,2723.6
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L4220224162349,Cap,340,540,390.589,90,131,107.295,1200,1700,1324.31,,,,430,580,523.622,,,,12,16,14.69,12,4,2.38,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,67.7,,,,48,58,51.2,46.5,52.5,49.73,1.144,1.164,1.152,13.5,18.5,16.96,10.5,14.5,13.47,2450,3250,2723.6
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224162349,Cap,340,540,390.589,90,131,107.295,1200,1700,1324.31,,,,430,580,523.622,,,,12,16,14.69,12,4,2.38,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,67.7,,,,48,58,51.2,46.5,52.5,49.73,1.144,1.164,1.152,13.5,18.5,16.96,10.5,14.5,13.47,2450,3250,2723.6
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022416231237,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.4,1,3,0.67,1,3,0.75,1,3,0.97,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.154,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022416231237,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.4,1,3,0.67,1,3,0.75,1,3,0.97,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.154,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022416231237,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.4,1,3,0.67,1,3,0.75,1,3,0.97,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.154,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022416225927,Cap,,,,,,,,,,,,,,,,,,,12,16,14.75,12,4,2.39,1,3,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.147,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022416225927,Cap,,,,,,,,,,,,,,,,,,,12,16,14.75,12,4,2.39,1,3,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.147,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022416225927,Cap,,,,,,,,,,,,,,,,,,,12,16,14.75,12,4,2.39,1,3,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.147,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022416224945,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.32,1,3,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.54,1,3,64.7,,,,48,58,50.6,46.5,52.5,49.28,1.144,1.164,1.156,13.5,18.5,16.05,10.5,14.5,12.63,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022416224945,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.32,1,3,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.54,1,3,64.7,,,,48,58,50.6,46.5,52.5,49.28,1.144,1.164,1.156,13.5,18.5,16.05,10.5,14.5,12.63,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022416224945,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.32,1,3,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.54,1,3,64.7,,,,48,58,50.6,46.5,52.5,49.28,1.144,1.164,1.156,13.5,18.5,16.05,10.5,14.5,12.63,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L422022417144146,Cap,,,,,,,,,,,,,,,,,,,10,14,13.14,10,3,2.19,1,3,0.37,1,3,0.43,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022417144146,Cap,,,,,,,,,,,,,,,,,,,10,14,13.14,10,3,2.19,1,3,0.37,1,3,0.43,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
